,x,y
0,0.09890378637445683,0.0181977703008792
1,0.09869933976845484,0.02470336678886052
2,0.09808680680779999,0.031183288659628102
3,0.0970686048802483,0.037611962621952724
4,0.09564875236363556,0.04396401763668687
5,0.09383285276717597,0.05021438504466526
6,0.09162807261697116,0.05633839750124986
7,0.08904311317300571,0.06231188632706971
8,0.08608817608924933,0.06811127689075672
9,0.08277492315238928,0.07371368164724557
10,0.07911643025808605,0.07909699046445764
11,0.07512713580638701,0.08423995788189127
12,0.07082278371995783,0.08912228695674819
13,0.06622036131001213,0.09372470936669389
14,0.061338032235155215,0.0980290614531231
15,0.05619506481772158,0.10201835590482213
16,0.0508117560005095,0.10567684879912535
17,0.045209351244020646,0.10899010173598542
18,0.03940996068033364,0.11194503881974179
19,0.033436471854513795,0.11452999826370723
20,0.0273124593979292,0.11673477841391204
21,0.021062091989950796,0.11855067801037163
22,0.014710036975216651,0.11997053052698436
23,0.00828136301289204,0.12098873245453606
24,0.001801441142124449,0.12160126541519091
25,-0.0047041553458568785,0.1218057120211929
26,-0.011209751833838183,0.12160126541519091
27,-0.017689673704605773,0.12098873245453605
28,-0.024118347666930405,0.11997053052698435
29,-0.03047040268166453,0.11855067801037163
30,-0.03672077008964294,0.11673477841391204
31,-0.04284478254622752,0.11452999826370723
32,-0.048818271372047375,0.11194503881974179
33,-0.054617661935734384,0.10899010173598539
34,-0.06022006669222323,0.10567684879912534
35,-0.06560337550943529,0.10201835590482213
36,-0.07074634292686893,0.0980290614531231
37,-0.07562867200172585,0.09372470936669389
38,-0.08023109441167156,0.08912228695674818
39,-0.08453544649810078,0.08423995788189126
40,-0.08852474094979977,0.07909699046445764
41,-0.09218323384410301,0.07371368164724557
42,-0.09549648678096309,0.0681112768907567
43,-0.09845142386471945,0.06231188632706968
44,-0.10103638330868489,0.056338397501249846
45,-0.10324116345888973,0.05021438504466522
46,-0.1050570630553493,0.04396401763668687
47,-0.10647691557196202,0.03761196262195272
48,-0.10749511749951372,0.031183288659628085
49,-0.10810765046016858,0.024703366788860495
50,-0.10831209706617057,0.018197770300879167
51,-0.10810765046016858,0.011692173812897885
52,-0.10749511749951372,0.005212251942130295
53,-0.10647691557196201,-0.0012164220201943403
54,-0.1050570630553493,-0.007568477034928489
55,-0.10324116345888969,-0.013818844442906889
56,-0.10103638330868488,-0.01994285689949151
57,-0.09845142386471945,-0.025916345725311308
58,-0.09549648678096305,-0.03171573628899833
59,-0.092183233844103,-0.03731814104548717
60,-0.08852474094979976,-0.04270144986269927
61,-0.08453544649810073,-0.0478444172801329
62,-0.08023109441167156,-0.05272674635498979
63,-0.07562867200172584,-0.05732916876493548
64,-0.07074634292686893,-0.06163352085136469
65,-0.0656033755094353,-0.0656228153030637
66,-0.06022006669222319,-0.06928130819736696
67,-0.054617661935734384,-0.07259456113422699
68,-0.04881827137204731,-0.0755494982179834
69,-0.042844782546227506,-0.07813445766194882
70,-0.03672077008964294,-0.08033923781215364
71,-0.030470402681664493,-0.08215513740861323
72,-0.024118347666930388,-0.08357498992522595
73,-0.017689673704605707,-0.08459319185277765
74,-0.011209751833838164,-0.08520572481343251
75,-0.00470415534585688,-0.0854101714194345
76,0.0018014411421244931,-0.08520572481343251
77,0.008281363012892036,-0.08459319185277765
78,0.014710036975216714,-0.08357498992522594
79,0.02106209198995082,-0.08215513740861323
80,0.02731245939792918,-0.08033923781215366
81,0.033436471854513844,-0.0781344576619488
82,0.03940996068033364,-0.07554949821798337
83,0.0452093512440207,-0.07259456113422696
84,0.0508117560005095,-0.06928130819736694
85,0.056195064817721636,-0.06562281530306367
86,0.06133803223515524,-0.06163352085136466
87,0.06622036131001212,-0.05732916876493548
88,0.07082278371995786,-0.05272674635498975
89,0.07512713580638702,-0.04784441728013287
90,0.07911643025808608,-0.04270144986269919
91,0.0827749231523893,-0.03731814104548713
92,0.08608817608924933,-0.03171573628899833
93,0.08904311317300574,-0.02591634572531126
94,0.09162807261697116,-0.019942856899491445
95,0.09383285276717601,-0.013818844442906795
96,0.09564875236363556,-0.007568477034928433
97,0.0970686048802483,-0.0012164220201943286
98,0.09808680680779999,0.005212251942130348
99,0.09869933976845484,0.011692173812897893
100,0.09890378637445683,0.018197770300879178
